pre-harvest_total,adult_prop,yearling_prop,fawn_prop,f:m_ratio
25470,0.41,0.24,0.34,1.17
25473,0.41,0.24,0.34,1.18
21785,0.48,0.15,0.37,1.1
20657,0.4,0.28,0.32,1.15
20580,0.43,0.23,0.34,1.18
20419,0.41,0.25,0.34,1.17
21578,0.43,0.23,0.33,1.21
22825,0.43,0.23,0.34,1.23
23783,0.42,0.24,0.34,1.24
24202,0.42,0.24,0.34,1.22
24930,0.42,0.24,0.34,1.22
25487,0.41,0.24,0.34,1.19
25657,0.42,0.25,0.34,1.2
25838,0.42,0.24,0.34,1.18
25918,0.42,0.24,0.34,1.17
26084,0.41,0.25,0.34,1.18
26019,0.42,0.24,0.34,1.18
25914,0.42,0.24,0.33,1.16
25774,0.42,0.24,0.34,1.16
25757,0.42,0.24,0.33,1.18
25829,0.42,0.24,0.34,1.19
26047,0.41,0.24,0.34,1.21
25998,0.42,0.24,0.34,1.18
26167,0.42,0.25,0.34,1.18
26006,0.42,0.24,0.34,1.16
25913,0.42,0.25,0.34,1.16
25898,0.42,0.24,0.34,1.17
25840,0.42,0.24,0.34,1.19
21728,0.48,0.15,0.37,1.1
20834,0.41,0.28,0.31,1.11
20886,0.43,0.23,0.34,1.13
20645,0.42,0.25,0.33,1.15
21814,0.44,0.22,0.34,1.23
23057,0.43,0.23,0.34,1.25
24004,0.42,0.24,0.34,1.25
24555,0.41,0.24,0.34,1.24
25121,0.41,0.24,0.34,1.23
25457,0.41,0.25,0.34,1.22
25611,0.42,0.25,0.34,1.2
25657,0.42,0.24,0.34,1.18
25683,0.41,0.25,0.34,1.2
25731,0.42,0.25,0.34,1.19
25820,0.42,0.24,0.34,1.18
25778,0.42,0.24,0.34,1.18
25736,0.42,0.24,0.34,1.16
25492,0.42,0.24,0.34,1.16
25351,0.42,0.25,0.34,1.17
25310,0.42,0.24,0.34,1.17
25185,0.42,0.25,0.34,1.16
25123,0.42,0.24,0.34,1.16
24891,0.42,0.25,0.33,1.17
24706,0.42,0.24,0.34,1.17
24640,0.42,0.24,0.34,1.19
24662,0.42,0.24,0.34,1.19
21543,0.49,0.15,0.37,1.08
20720,0.41,0.27,0.32,1.12
20755,0.43,0.23,0.34,1.13
20636,0.42,0.25,0.33,1.15
21823,0.44,0.23,0.34,1.21
22834,0.43,0.23,0.34,1.24
23771,0.42,0.24,0.34,1.27
24436,0.42,0.24,0.34,1.24
25031,0.41,0.24,0.34,1.25
25322,0.41,0.24,0.34,1.22
25804,0.41,0.24,0.34,1.22
26040,0.42,0.24,0.34,1.2
26112,0.42,0.24,0.34,1.18
26242,0.42,0.24,0.34,1.18
26376,0.41,0.25,0.34,1.17
26308,0.42,0.24,0.34,1.21
26337,0.42,0.25,0.34,1.19
26378,0.42,0.24,0.34,1.18
26445,0.41,0.25,0.34,1.16
26297,0.42,0.24,0.34,1.17
26222,0.42,0.24,0.34,1.17
26009,0.42,0.25,0.33,1.16
25764,0.42,0.24,0.34,1.15
25734,0.42,0.25,0.34,1.18
25645,0.42,0.24,0.34,1.19
25700,0.42,0.24,0.34,1.17
21543,0.49,0.15,0.37,1.08
20375,0.41,0.28,0.31,1.12
20327,0.44,0.23,0.34,1.15
20146,0.42,0.24,0.34,1.16
21422,0.44,0.23,0.33,1.21
22639,0.43,0.22,0.35,1.25
23390,0.42,0.24,0.34,1.22
24108,0.42,0.24,0.35,1.24
24180,0.42,0.25,0.34,1.22
24665,0.42,0.24,0.34,1.22
25020,0.41,0.25,0.34,1.21
25366,0.41,0.24,0.34,1.18
25409,0.41,0.25,0.34,1.18
25372,0.42,0.25,0.34,1.18
25315,0.42,0.24,0.34,1.17
25435,0.42,0.24,0.34,1.17
25433,0.42,0.24,0.34,1.18
25282,0.42,0.25,0.33,1.16
25380,0.42,0.24,0.35,1.18
25212,0.41,0.25,0.34,1.18
25342,0.42,0.24,0.34,1.18
25171,0.42,0.25,0.33,1.2
25130,0.42,0.24,0.34,1.2
25252,0.42,0.24,0.34,1.19
25110,0.41,0.25,0.34,1.18
25103,0.42,0.24,0.34,1.18
21691,0.48,0.15,0.37,1.07
20643,0.4,0.28,0.32,1.1
20533,0.43,0.23,0.34,1.12
20262,0.42,0.25,0.33,1.13
21337,0.44,0.23,0.33,1.19
22218,0.43,0.23,0.34,1.2
22973,0.42,0.24,0.34,1.21
23669,0.42,0.24,0.34,1.22
24143,0.41,0.24,0.35,1.21
24140,0.41,0.25,0.34,1.2
24337,0.41,0.24,0.34,1.2
24377,0.41,0.25,0.34,1.2
24356,0.42,0.24,0.34,1.17
24085,0.42,0.24,0.34,1.17
24082,0.42,0.25,0.34,1.2
23988,0.42,0.24,0.34,1.19
24115,0.42,0.25,0.34,1.17
24302,0.42,0.24,0.34,1.16
24210,0.42,0.25,0.34,1.16
23951,0.42,0.24,0.34,1.18
23865,0.42,0.25,0.33,1.17
23722,0.42,0.24,0.34,1.18
23730,0.42,0.24,0.34,1.18
23531,0.42,0.25,0.33,1.17
23823,0.42,0.24,0.34,1.16
23729,0.42,0.25,0.33,1.16
21785,0.48,0.15,0.37,1.07
20852,0.4,0.28,0.32,1.11
20712,0.43,0.23,0.34,1.15
20573,0.42,0.24,0.34,1.17
22023,0.44,0.23,0.34,1.22
22944,0.43,0.23,0.34,1.24
23550,0.42,0.24,0.34,1.22
24304,0.42,0.24,0.34,1.24
24813,0.41,0.24,0.34,1.22
25411,0.41,0.24,0.35,1.21
25631,0.41,0.25,0.34,1.22
25765,0.41,0.25,0.34,1.22
26002,0.42,0.24,0.34,1.22
26195,0.41,0.24,0.34,1.22
26312,0.42,0.25,0.34,1.2
26480,0.42,0.24,0.34,1.18
26513,0.41,0.25,0.34,1.18
26818,0.42,0.24,0.34,1.17
26771,0.41,0.25,0.34,1.16
26647,0.42,0.24,0.34,1.16
26452,0.42,0.25,0.33,1.14
26455,0.42,0.24,0.34,1.15
26035,0.42,0.25,0.33,1.15
26059,0.42,0.24,0.34,1.19
25971,0.42,0.24,0.34,1.18
25961,0.42,0.24,0.34,1.18
21829,0.48,0.15,0.37,1.11
20609,0.4,0.28,0.31,1.12
20557,0.43,0.23,0.34,1.12
20157,0.42,0.24,0.33,1.14
21406,0.44,0.23,0.34,1.18
22609,0.43,0.23,0.34,1.22
23540,0.42,0.24,0.34,1.21
24084,0.42,0.24,0.34,1.21
24412,0.42,0.25,0.34,1.19
24783,0.42,0.24,0.34,1.19
25035,0.42,0.24,0.34,1.19
25296,0.42,0.24,0.34,1.19
25298,0.42,0.24,0.34,1.17
25150,0.42,0.25,0.33,1.18
25120,0.42,0.24,0.34,1.18
24991,0.42,0.24,0.34,1.17
24958,0.42,0.24,0.34,1.16
24892,0.42,0.25,0.34,1.15
24791,0.42,0.24,0.34,1.14
24547,0.42,0.25,0.33,1.16
24535,0.42,0.24,0.34,1.17
24471,0.42,0.24,0.34,1.17
24607,0.42,0.24,0.34,1.18
24560,0.42,0.25,0.34,1.18
24348,0.42,0.25,0.34,1.18
24014,0.42,0.24,0.34,1.19
21689,0.48,0.15,0.37,1.09
20699,0.4,0.28,0.32,1.13
20765,0.43,0.23,0.34,1.11
20385,0.42,0.25,0.33,1.12
21355,0.44,0.23,0.33,1.17
22262,0.43,0.23,0.34,1.2
23335,0.43,0.23,0.34,1.24
23957,0.42,0.24,0.34,1.23
24444,0.42,0.24,0.34,1.22
24616,0.42,0.24,0.34,1.23
24985,0.41,0.25,0.34,1.23
25276,0.41,0.25,0.34,1.2
25419,0.41,0.25,0.34,1.2
25582,0.41,0.24,0.34,1.21
25775,0.42,0.25,0.34,1.18
25835,0.42,0.24,0.34,1.16
25794,0.42,0.25,0.34,1.17
25772,0.42,0.24,0.34,1.16
25629,0.42,0.24,0.34,1.19
25885,0.42,0.24,0.34,1.2
26011,0.41,0.25,0.34,1.21
26125,0.41,0.25,0.34,1.18
26269,0.42,0.24,0.34,1.19
26109,0.42,0.25,0.33,1.2
26100,0.42,0.24,0.34,1.2
26101,0.42,0.25,0.34,1.19
21678,0.48,0.15,0.37,1.07
20628,0.4,0.28,0.31,1.1
20443,0.44,0.23,0.34,1.14
20038,0.42,0.24,0.33,1.17
21119,0.44,0.23,0.34,1.22
22298,0.43,0.23,0.34,1.25
23492,0.42,0.23,0.35,1.23
23948,0.41,0.25,0.34,1.21
24362,0.42,0.24,0.34,1.2
24627,0.42,0.25,0.34,1.22
24884,0.42,0.24,0.34,1.2
24942,0.42,0.24,0.34,1.19
24927,0.42,0.25,0.34,1.19
25102,0.42,0.24,0.34,1.19
25392,0.42,0.25,0.34,1.18
25442,0.42,0.25,0.34,1.19
25676,0.42,0.24,0.34,1.18
25524,0.41,0.25,0.34,1.18
25525,0.42,0.24,0.34,1.19
25472,0.42,0.25,0.33,1.17
25435,0.42,0.24,0.34,1.17
25213,0.42,0.24,0.33,1.16
25463,0.42,0.24,0.34,1.17
25444,0.41,0.25,0.34,1.19
25405,0.42,0.25,0.34,1.2
25265,0.42,0.24,0.34,1.18
21634,0.48,0.15,0.37,1.07
20683,0.4,0.28,0.32,1.12
20801,0.43,0.23,0.34,1.15
20618,0.42,0.25,0.33,1.15
21524,0.44,0.23,0.33,1.19
23036,0.43,0.22,0.34,1.21
23696,0.42,0.24,0.34,1.21
24074,0.42,0.24,0.34,1.22
24455,0.42,0.24,0.34,1.21
24730,0.42,0.24,0.34,1.2
24969,0.42,0.25,0.34,1.2
25033,0.42,0.24,0.34,1.2
25019,0.42,0.24,0.34,1.18
25081,0.42,0.24,0.34,1.18
24997,0.42,0.25,0.33,1.18
24784,0.42,0.24,0.34,1.16
24488,0.42,0.24,0.34,1.19
24365,0.42,0.24,0.34,1.19
24327,0.42,0.24,0.34,1.16
24210,0.42,0.25,0.34,1.18
24047,0.42,0.24,0.34,1.19
24232,0.41,0.24,0.34,1.19
24230,0.41,0.25,0.34,1.17
24209,0.42,0.25,0.34,1.17
24262,0.42,0.24,0.34,1.17
24317,0.42,0.24,0.34,1.18
21634,0.48,0.15,0.37,1.07
20531,0.41,0.28,0.31,1.1
20543,0.43,0.23,0.34,1.12
20105,0.42,0.25,0.33,1.16
21408,0.44,0.22,0.33,1.2
22568,0.43,0.23,0.34,1.22
23581,0.42,0.24,0.34,1.24
24354,0.42,0.24,0.34,1.24
24782,0.41,0.24,0.34,1.21
25045,0.41,0.25,0.34,1.22
25331,0.41,0.24,0.34,1.2
25450,0.42,0.25,0.34,1.19
25677,0.42,0.24,0.34,1.2
25783,0.41,0.25,0.34,1.19
25948,0.42,0.24,0.34,1.21
25913,0.42,0.25,0.34,1.19
26116,0.42,0.24,0.34,1.18
26368,0.42,0.25,0.34,1.17
26393,0.42,0.25,0.34,1.16
26296,0.42,0.24,0.34,1.15
25936,0.42,0.24,0.34,1.16
25882,0.42,0.24,0.34,1.16
25751,0.42,0.24,0.34,1.2
25629,0.42,0.24,0.34,1.19
25520,0.41,0.25,0.34,1.19
25576,0.41,0.25,0.34,1.19
21710,0.48,0.15,0.37,1.11
20950,0.4,0.28,0.32,1.14
20896,0.43,0.23,0.34,1.15
20474,0.42,0.25,0.33,1.16
21796,0.44,0.22,0.34,1.19
22793,0.43,0.23,0.34,1.23
23336,0.42,0.24,0.34,1.23
23826,0.42,0.24,0.34,1.23
24489,0.42,0.24,0.34,1.23
25001,0.42,0.24,0.34,1.22
25275,0.42,0.24,0.34,1.2
25406,0.41,0.25,0.34,1.18
25399,0.42,0.24,0.34,1.18
25131,0.42,0.25,0.34,1.19
25189,0.42,0.24,0.34,1.17
25324,0.41,0.25,0.34,1.19
25472,0.41,0.25,0.34,1.19
25215,0.42,0.25,0.33,1.19
25220,0.42,0.24,0.34,1.2
25222,0.41,0.25,0.34,1.19
25072,0.41,0.25,0.34,1.17
25303,0.42,0.24,0.34,1.17
25125,0.42,0.25,0.34,1.18
25125,0.42,0.24,0.34,1.18
25026,0.42,0.25,0.34,1.17
25083,0.42,0.24,0.34,1.18
21764,0.49,0.14,0.37,1.1
20694,0.4,0.28,0.32,1.12
20527,0.44,0.23,0.34,1.13
20439,0.42,0.24,0.34,1.16
21326,0.44,0.24,0.33,1.19
22032,0.43,0.23,0.34,1.22
22801,0.42,0.24,0.34,1.23
23663,0.42,0.24,0.35,1.24
24469,0.41,0.24,0.34,1.23
24712,0.41,0.24,0.34,1.24
24896,0.42,0.24,0.34,1.22
25257,0.42,0.24,0.34,1.22
25268,0.41,0.25,0.34,1.2
25442,0.42,0.24,0.34,1.19
25509,0.41,0.25,0.34,1.17
25542,0.42,0.24,0.34,1.18
25402,0.42,0.25,0.34,1.18
25344,0.42,0.24,0.34,1.18
25437,0.42,0.24,0.34,1.17
25490,0.42,0.25,0.34,1.15
25359,0.42,0.24,0.34,1.18
25286,0.42,0.24,0.34,1.17
25337,0.42,0.24,0.34,1.17
25237,0.42,0.24,0.34,1.17
25034,0.42,0.25,0.33,1.17
24980,0.42,0.24,0.34,1.17
21695,0.48,0.15,0.37,1.08
20593,0.4,0.28,0.32,1.11
20811,0.43,0.23,0.34,1.13
20452,0.42,0.25,0.33,1.16
21628,0.44,0.22,0.33,1.19
22993,0.43,0.23,0.34,1.24
23751,0.42,0.24,0.34,1.23
24256,0.41,0.24,0.35,1.23
24501,0.42,0.24,0.34,1.23
25072,0.42,0.24,0.34,1.22
25376,0.41,0.24,0.34,1.19
25709,0.42,0.24,0.34,1.2
25551,0.42,0.25,0.34,1.21
25830,0.42,0.24,0.34,1.21
25977,0.41,0.25,0.34,1.18
26233,0.42,0.24,0.34,1.18
26125,0.42,0.24,0.34,1.18
25976,0.42,0.25,0.34,1.19
26072,0.42,0.24,0.34,1.2
26101,0.41,0.25,0.34,1.2
26077,0.42,0.24,0.34,1.17
26054,0.42,0.25,0.34,1.21
26188,0.42,0.24,0.34,1.18
26292,0.42,0.24,0.34,1.19
26011,0.42,0.25,0.34,1.18
26039,0.42,0.24,0.34,1.18
21604,0.49,0.15,0.37,1.06
20544,0.41,0.28,0.31,1.11
20394,0.44,0.23,0.33,1.14
20243,0.42,0.24,0.34,1.18
21383,0.43,0.23,0.34,1.23
22553,0.43,0.23,0.34,1.26
23108,0.42,0.24,0.34,1.23
23654,0.42,0.24,0.34,1.24
24323,0.42,0.24,0.34,1.21
24785,0.42,0.24,0.34,1.23
25207,0.42,0.24,0.34,1.21
25603,0.41,0.24,0.35,1.21
25601,0.41,0.25,0.34,1.2
25506,0.42,0.25,0.34,1.18
25282,0.42,0.24,0.34,1.17
25273,0.42,0.24,0.34,1.17
25277,0.42,0.24,0.34,1.17
25269,0.42,0.24,0.34,1.19
25114,0.42,0.25,0.33,1.19
25174,0.42,0.24,0.34,1.17
25517,0.42,0.25,0.34,1.2
25467,0.42,0.24,0.34,1.2
25323,0.42,0.24,0.34,1.18
25304,0.42,0.24,0.34,1.17
25274,0.42,0.24,0.34,1.17
25347,0.41,0.25,0.34,1.18
21877,0.48,0.15,0.37,1.09
20916,0.41,0.28,0.32,1.12
21084,0.43,0.23,0.34,1.14
20733,0.42,0.25,0.33,1.18
22290,0.44,0.22,0.34,1.23
23634,0.43,0.23,0.34,1.24
24496,0.42,0.24,0.34,1.23
25121,0.41,0.24,0.34,1.2
25379,0.42,0.24,0.34,1.2
25909,0.42,0.24,0.34,1.18
26088,0.41,0.24,0.34,1.2
26106,0.42,0.24,0.34,1.19
26058,0.41,0.25,0.34,1.2
26252,0.42,0.24,0.34,1.19
26158,0.41,0.25,0.34,1.19
26137,0.42,0.24,0.34,1.18
26065,0.42,0.25,0.33,1.17
25814,0.42,0.24,0.33,1.19
25847,0.42,0.24,0.34,1.2
25907,0.41,0.25,0.34,1.19
25835,0.42,0.24,0.34,1.16
25966,0.42,0.24,0.34,1.18
25932,0.42,0.24,0.34,1.18
25961,0.42,0.24,0.34,1.21
26245,0.42,0.24,0.34,1.2
26555,0.42,0.24,0.34,1.19
21830,0.48,0.14,0.37,1.1
20812,0.4,0.28,0.32,1.13
20873,0.43,0.23,0.34,1.15
20536,0.42,0.25,0.34,1.14
21534,0.43,0.23,0.33,1.18
22145,0.43,0.23,0.34,1.18
22888,0.42,0.24,0.34,1.22
23804,0.42,0.24,0.35,1.23
24345,0.41,0.24,0.34,1.21
24655,0.41,0.25,0.34,1.19
24871,0.41,0.24,0.34,1.17
25081,0.42,0.24,0.34,1.15
24777,0.42,0.24,0.34,1.14
24356,0.42,0.24,0.33,1.16
24578,0.42,0.24,0.34,1.17
24379,0.42,0.25,0.34,1.19
24204,0.42,0.24,0.34,1.19
24461,0.42,0.24,0.34,1.19
24284,0.42,0.25,0.33,1.19
24074,0.42,0.24,0.34,1.19
24123,0.42,0.24,0.34,1.18
24208,0.41,0.25,0.34,1.18
24090,0.42,0.25,0.34,1.17
24087,0.42,0.24,0.34,1.17
23922,0.42,0.25,0.33,1.17
23953,0.42,0.24,0.34,1.16
21654,0.48,0.15,0.37,1.11
20950,0.4,0.27,0.32,1.16
20879,0.43,0.23,0.34,1.16
20816,0.42,0.24,0.34,1.16
22242,0.43,0.23,0.34,1.2
23534,0.43,0.23,0.34,1.2
24208,0.42,0.24,0.34,1.19
24907,0.42,0.24,0.34,1.2
25295,0.41,0.24,0.34,1.19
25519,0.42,0.24,0.34,1.19
26161,0.42,0.24,0.34,1.18
26287,0.42,0.24,0.34,1.17
26457,0.42,0.24,0.34,1.18
26568,0.42,0.24,0.34,1.16
26391,0.42,0.25,0.34,1.16
26557,0.42,0.24,0.34,1.16
26217,0.42,0.25,0.33,1.16
26179,0.42,0.24,0.34,1.17
25849,0.42,0.25,0.33,1.15
25649,0.42,0.24,0.34,1.15
25472,0.42,0.25,0.34,1.18
25509,0.42,0.24,0.34,1.21
25408,0.42,0.25,0.34,1.19
25703,0.42,0.24,0.34,1.18
25392,0.42,0.25,0.34,1.17
25403,0.42,0.24,0.34,1.17
21628,0.48,0.15,0.37,1.1
20814,0.4,0.28,0.32,1.13
21015,0.43,0.23,0.34,1.14
20714,0.42,0.25,0.33,1.15
21706,0.44,0.22,0.34,1.17
22753,0.43,0.23,0.34,1.23
23621,0.42,0.24,0.34,1.23
24189,0.42,0.24,0.34,1.22
24793,0.42,0.24,0.34,1.23
24952,0.41,0.25,0.34,1.22
25322,0.42,0.24,0.34,1.21
25385,0.41,0.25,0.34,1.21
25436,0.41,0.25,0.34,1.19
25323,0.42,0.24,0.34,1.17
25409,0.42,0.24,0.34,1.18
25325,0.42,0.25,0.33,1.18
25232,0.42,0.24,0.34,1.18
25081,0.42,0.24,0.34,1.17
25206,0.42,0.24,0.34,1.19
25188,0.41,0.25,0.34,1.18
25197,0.42,0.24,0.34,1.19
25380,0.42,0.24,0.34,1.2
25434,0.42,0.24,0.34,1.17
25507,0.42,0.24,0.34,1.2
25511,0.42,0.24,0.34,1.2
25490,0.42,0.24,0.34,1.2
21554,0.48,0.15,0.37,1.08
20764,0.41,0.28,0.32,1.11
20664,0.44,0.23,0.33,1.13
20476,0.42,0.24,0.33,1.16
21861,0.44,0.23,0.34,1.21
23314,0.43,0.23,0.34,1.24
24340,0.42,0.24,0.34,1.23
25250,0.42,0.24,0.34,1.22
25712,0.42,0.24,0.34,1.21
25984,0.42,0.24,0.34,1.2
26465,0.42,0.24,0.34,1.19
26513,0.42,0.24,0.34,1.18
26498,0.42,0.24,0.34,1.19
26514,0.42,0.24,0.34,1.2
26475,0.41,0.25,0.34,1.2
26464,0.42,0.24,0.34,1.17
26680,0.42,0.24,0.34,1.2
26557,0.42,0.25,0.34,1.19
26711,0.42,0.24,0.34,1.21
26663,0.42,0.25,0.34,1.2
26768,0.42,0.24,0.34,1.21
26907,0.42,0.24,0.34,1.18
26740,0.42,0.25,0.34,1.18
26695,0.42,0.24,0.34,1.17
26619,0.42,0.24,0.34,1.16
26539,0.42,0.25,0.34,1.17
21406,0.48,0.15,0.37,1.08
20470,0.41,0.27,0.32,1.14
20287,0.43,0.23,0.34,1.16
20333,0.42,0.25,0.34,1.17
21444,0.44,0.23,0.33,1.18
22815,0.43,0.22,0.34,1.2
23895,0.42,0.24,0.34,1.21
24429,0.41,0.24,0.34,1.21
25044,0.42,0.24,0.34,1.19
25443,0.42,0.24,0.34,1.19
25753,0.42,0.24,0.34,1.19
25828,0.41,0.25,0.34,1.19
25963,0.42,0.25,0.33,1.18
25861,0.42,0.24,0.34,1.18
25935,0.42,0.24,0.34,1.2
25831,0.42,0.25,0.34,1.2
25919,0.42,0.24,0.34,1.19
26131,0.41,0.24,0.34,1.17
26141,0.41,0.25,0.34,1.17
26220,0.42,0.24,0.34,1.17
26171,0.42,0.24,0.34,1.17
26283,0.42,0.24,0.34,1.16
26131,0.42,0.25,0.33,1.16
26159,0.42,0.24,0.34,1.16
26027,0.42,0.24,0.34,1.15
25777,0.42,0.25,0.34,1.16
21516,0.48,0.15,0.36,1.09
20435,0.41,0.28,0.32,1.13
20433,0.43,0.23,0.34,1.16
20179,0.42,0.25,0.33,1.17
21430,0.44,0.23,0.34,1.23
22551,0.42,0.23,0.35,1.24
23648,0.42,0.24,0.34,1.27
24572,0.42,0.24,0.35,1.28
25153,0.41,0.24,0.35,1.23
25392,0.41,0.25,0.34,1.22
25943,0.42,0.25,0.34,1.21
26151,0.42,0.24,0.34,1.21
26298,0.42,0.24,0.34,1.18
26252,0.41,0.25,0.34,1.2
26434,0.41,0.25,0.34,1.19
26638,0.42,0.24,0.34,1.17
26452,0.42,0.25,0.34,1.16
26386,0.42,0.24,0.34,1.17
26135,0.42,0.24,0.34,1.16
26105,0.42,0.24,0.34,1.17
26049,0.42,0.24,0.34,1.17
25764,0.42,0.24,0.34,1.19
25577,0.42,0.25,0.33,1.19
25575,0.42,0.24,0.34,1.18
25594,0.41,0.25,0.34,1.18
25598,0.42,0.24,0.34,1.19
21545,0.48,0.15,0.37,1.08
20345,0.41,0.28,0.31,1.13
20532,0.44,0.22,0.34,1.18
20365,0.42,0.25,0.34,1.19
21687,0.44,0.23,0.33,1.22
22897,0.43,0.23,0.34,1.23
23914,0.42,0.24,0.34,1.23
24782,0.42,0.24,0.34,1.23
25392,0.42,0.24,0.34,1.23
25911,0.41,0.24,0.34,1.22
26089,0.41,0.24,0.34,1.2
26295,0.42,0.25,0.34,1.18
26349,0.42,0.24,0.34,1.18
26252,0.42,0.25,0.34,1.17
26097,0.42,0.24,0.34,1.18
26114,0.42,0.24,0.34,1.19
26115,0.42,0.24,0.34,1.18
26040,0.42,0.24,0.34,1.16
25961,0.42,0.24,0.34,1.18
26036,0.42,0.24,0.34,1.2
26197,0.42,0.24,0.34,1.18
26283,0.42,0.24,0.34,1.16
26240,0.42,0.24,0.34,1.16
26135,0.42,0.25,0.33,1.18
26094,0.42,0.24,0.34,1.18
26042,0.42,0.24,0.34,1.17
21796,0.48,0.15,0.37,1.1
20728,0.4,0.28,0.31,1.12
20737,0.43,0.23,0.34,1.14
20498,0.42,0.25,0.33,1.15
21669,0.43,0.23,0.33,1.19
22928,0.43,0.23,0.34,1.21
23718,0.42,0.24,0.34,1.22
24557,0.42,0.24,0.34,1.23
24907,0.42,0.24,0.34,1.22
25186,0.42,0.24,0.34,1.2
25248,0.42,0.24,0.34,1.19
25260,0.42,0.25,0.34,1.21
25248,0.42,0.24,0.34,1.19
25196,0.42,0.25,0.34,1.18
25094,0.42,0.24,0.34,1.19
25053,0.42,0.24,0.34,1.17
25019,0.42,0.25,0.34,1.17
25112,0.42,0.24,0.34,1.18
25007,0.42,0.24,0.34,1.17
25155,0.42,0.24,0.34,1.16
25028,0.42,0.25,0.34,1.16
25101,0.42,0.24,0.34,1.19
25230,0.42,0.24,0.34,1.19
25289,0.42,0.24,0.34,1.2
25104,0.42,0.24,0.34,1.19
24998,0.42,0.25,0.33,1.19
21487,0.48,0.15,0.37,1.06
20375,0.41,0.28,0.32,1.11
20335,0.43,0.23,0.34,1.15
20267,0.42,0.25,0.33,1.15
21367,0.44,0.23,0.33,1.21
22454,0.43,0.23,0.34,1.23
23399,0.42,0.24,0.34,1.22
24128,0.42,0.24,0.34,1.19
24593,0.42,0.24,0.34,1.17
24834,0.42,0.24,0.34,1.17
24971,0.42,0.24,0.34,1.19
24692,0.42,0.25,0.34,1.18
24819,0.42,0.24,0.34,1.17
24721,0.41,0.25,0.34,1.17
24757,0.42,0.24,0.34,1.19
24544,0.42,0.25,0.33,1.19
24651,0.42,0.24,0.34,1.18
24679,0.42,0.25,0.34,1.17
24815,0.42,0.24,0.34,1.17
24742,0.42,0.25,0.33,1.16
24610,0.42,0.24,0.34,1.16
24475,0.42,0.25,0.34,1.19
24671,0.42,0.24,0.34,1.18
24708,0.42,0.24,0.34,1.19
